,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,_SalesTeamID,_StoreID,Order Quantity,Discount Applied,Unit Cost,Unit Price,DaysToShip
219,Distributor,WARE-NMK1003,4/10/2018,6/27/2018,7/6/2018,23,195,4,0.05,"2,040.55","2,519.20",9 days
220,In-Store,WARE-NBV1002,12/31/2017,6/27/2018,7/18/2018,9,82,1,0.15,703.63,"1,192.60",21 days
221,In-Store,WARE-UHY1004,4/10/2018,6/27/2018,6/29/2018,5,215,5,0.075,"1,013.04","2,412.00",2 days
222,In-Store,WARE-NMK1003,4/10/2018,6/27/2018,7/18/2018,9,134,7,0.05,"2,057.57","2,479.00",21 days
223,Wholesale,WARE-PUJ1005,4/10/2018,6/27/2018,7/13/2018,26,322,7,0.1,"1,330.35","1,956.40",16 days
224,Online,WARE-NMK1003,4/10/2018,6/27/2018,7/5/2018,15,176,5,0.3,722.73,"1,078.70",8 days
225,In-Store,WARE-NBV1002,12/31/2017,6/27/2018,7/12/2018,6,70,1,0.075,945.91,"1,212.70",15 days
226,Online,WARE-UHY1004,4/10/2018,6/27/2018,7/6/2018,18,252,5,0.075,821.69,978.2,9 days
227,In-Store,WARE-PUJ1005,4/10/2018,6/27/2018,7/14/2018,4,275,3,0.05,120.2,174.2,17 days
228,Online,WARE-UHY1004,4/10/2018,6/27/2018,7/8/2018,19,226,3,0.15,630.34,"1,125.60",11 days
229,Online,WARE-PUJ1005,4/10/2018,6/28/2018,7/10/2018,20,288,6,0.15,468.73,"1,065.30",12 days
230,Online,WARE-NBV1002,4/10/2018,6/28/2018,7/16/2018,15,60,5,0.075,"2,724.89","3,892.70",18 days
231,Online,WARE-PUJ1005,4/10/2018,6/28/2018,7/18/2018,17,297,2,0.3,120.47,207.7,20 days
232,In-Store,WARE-NBV1002,4/10/2018,6/28/2018,7/13/2018,3,75,7,0.3,948.72,"1,185.90",15 days
233,In-Store,WARE-MKL1006,4/10/2018,6/28/2018,7/10/2018,10,352,2,0.15,"1,629.31","2,586.20",12 days
234,In-Store,WARE-XYS1001,4/10/2018,6/28/2018,7/8/2018,8,25,4,0.3,"1,960.42","2,579.50",10 days
235,Online,WARE-XYS1001,4/10/2018,6/28/2018,7/21/2018,16,23,8,0.075,"2,806.50","6,378.40",23 days
236,Distributor,WARE-PUJ1005,4/10/2018,6/28/2018,7/3/2018,24,292,7,0.2,"2,226.14","3,008.30",5 days
237,In-Store,WARE-NMK1003,4/10/2018,6/28/2018,7/25/2018,11,140,3,0.075,930.36,"1,755.40",27 days
238,Online,WARE-NMK1003,12/31/2017,6/28/2018,7/9/2018,13,171,8,0.075,740.35,"1,139.00",11 days
239,In-Store,WARE-XYS1001,4/10/2018,6/28/2018,7/13/2018,11,44,5,0.075,"4,556.40","6,157.30",15 days
240,Online,WARE-XYS1001,4/10/2018,6/28/2018,7/25/2018,18,43,7,0.1,"1,093.24","2,231.10",27 days
241,In-Store,WARE-NBV1002,4/10/2018,6/28/2018,7/15/2018,11,64,7,0.1,"1,859.25","2,479.00",17 days
242,Distributor,WARE-XYS1001,4/10/2018,6/29/2018,7/6/2018,21,18,4,0.05,"4,793.85","6,391.80",7 days
243,Wholesale,WARE-PUJ1005,4/10/2018,6/29/2018,7/19/2018,27,263,2,0.05,660.62,"1,139.00",20 days
244,Online,WARE-NMK1003,4/10/2018,6/29/2018,7/1/2018,20,196,3,0.1,"1,681.03","2,586.20",2 days
245,In-Store,WARE-UHY1004,4/10/2018,6/29/2018,7/4/2018,1,206,4,0.05,"1,871.71","3,899.40",5 days
246,In-Store,WARE-NBV1002,4/10/2018,6/29/2018,7/24/2018,8,80,8,0.05,599.38,951.4,25 days
247,In-Store,WARE-NMK1003,4/10/2018,6/30/2018,7/20/2018,4,172,1,0.05,"3,476.90","5,607.90",20 days
248,In-Store,WARE-PUJ1005,4/10/2018,6/30/2018,7/4/2018,6,274,2,0.075,827.72,"1,165.80",4 days
249,Online,WARE-PUJ1005,4/10/2018,6/30/2018,7/27/2018,16,277,2,0.05,"1,520.77","1,949.70",27 days
250,Distributor,WARE-NMK1003,4/10/2018,6/30/2018,7/11/2018,21,147,8,0.1,"2,690.05","3,685.00",11 days
251,Distributor,WARE-MKL1006,4/10/2018,6/30/2018,7/17/2018,20,332,2,0.4,"1,816.84","2,633.10",17 days
252,Online,WARE-PUJ1005,4/10/2018,6/30/2018,7/11/2018,19,274,1,0.075,460.96,"1,072.00",11 days
253,In-Store,WARE-XYS1001,4/10/2018,6/30/2018,7/4/2018,1,33,1,0.075,"1,910.30","3,537.60",4 days
254,In-Store,WARE-UHY1004,4/10/2018,6/30/2018,7/21/2018,9,233,8,0.2,622.5,"1,092.10",21 days
255,In-Store,WARE-PUJ1005,12/31/2017,6/30/2018,7/20/2018,12,262,4,0.05,"1,136.66","1,748.70",20 days
256,Online,WARE-XYS1001,4/10/2018,6/30/2018,7/24/2018,18,6,8,0.075,739.61,891.1,24 days
257,In-Store,WARE-NMK1003,4/10/2018,6/30/2018,7/21/2018,2,159,5,0.05,"1,510.18","3,082.00",21 days
258,In-Store,WARE-NMK1003,4/10/2018,6/30/2018,7/17/2018,9,148,5,0.075,776.66,"1,125.60",17 days
259,In-Store,WARE-NMK1003,4/10/2018,6/30/2018,7/13/2018,7,102,6,0.075,651.51,"1,252.90",13 days
260,Wholesale,WARE-MKL1006,4/10/2018,7/1/2018,7/4/2018,28,362,1,0.075,527.63,837.5,3 days
261,Wholesale,WARE-PUJ1005,4/10/2018,7/1/2018,7/29/2018,25,295,1,0.075,773.85,"1,031.80",28 days
262,Online,WARE-UHY1004,4/10/2018,7/1/2018,7/6/2018,14,256,4,0.15,"1,454.97","2,385.20",5 days
263,In-Store,WARE-NMK1003,4/10/2018,7/1/2018,7/16/2018,1,154,2,0.05,"1,153.47","1,802.30",15 days
264,Wholesale,WARE-PUJ1005,4/10/2018,7/1/2018,7/19/2018,26,270,5,0.05,753.62,"1,018.40",18 days
265,Online,WARE-NMK1003,4/10/2018,7/1/2018,7/7/2018,13,102,7,0.4,"1,815.30","3,946.30",6 days
266,In-Store,WARE-NMK1003,4/10/2018,7/1/2018,7/20/2018,9,131,7,0.2,"2,095.09","3,953.00",19 days
267,In-Store,WARE-NMK1003,12/31/2017,7/2/2018,7/16/2018,11,160,6,0.075,"3,416.13","5,098.70",14 days
268,Online,WARE-MKL1006,4/10/2018,7/2/2018,7/10/2018,15,347,8,0.075,"1,954.52","3,758.70",8 days
269,Distributor,WARE-XYS1001,4/10/2018,7/2/2018,7/7/2018,24,45,7,0.15,610.5,911.2,5 days
270,Distributor,WARE-UHY1004,4/10/2018,7/2/2018,7/4/2018,21,238,3,0.4,379.89,904.5,2 days
271,Online,WARE-NMK1003,4/10/2018,7/2/2018,7/8/2018,18,128,3,0.05,410.04,911.2,6 days
272,Online,WARE-XYS1001,4/10/2018,7/2/2018,7/8/2018,19,39,5,0.3,134.4,227.8,6 days
273,In-Store,WARE-NBV1002,4/10/2018,7/2/2018,7/21/2018,3,69,4,0.075,117.12,254.6,19 days
274,Wholesale,WARE-XYS1001,12/31/2017,7/2/2018,7/20/2018,27,29,3,0.075,444.21,683.4,18 days
275,In-Store,WARE-NMK1003,4/10/2018,7/3/2018,7/15/2018,4,159,7,0.05,"2,234.12","3,919.50",12 days
276,Wholesale,WARE-MKL1006,4/10/2018,7/3/2018,7/24/2018,26,353,8,0.05,786.31,"1,092.10",21 days
277,In-Store,WARE-NMK1003,4/10/2018,7/4/2018,7/24/2018,4,199,4,0.05,536.27,924.6,20 days
278,Online,WARE-NMK1003,4/10/2018,7/4/2018,7/31/2018,17,182,8,0.05,794.35,"1,018.40",27 days
279,In-Store,WARE-MKL1006,4/10/2018,7/4/2018,7/25/2018,1,358,7,0.2,"1,305.90","1,788.90",21 days
280,Distributor,WARE-NBV1002,4/10/2018,7/4/2018,8/1/2018,23,80,2,0.3,538.48,944.7,28 days
281,Wholesale,WARE-NMK1003,12/31/2017,7/4/2018,7/30/2018,25,140,3,0.1,"2,573.81","3,959.70",26 days
282,In-Store,WARE-NMK1003,4/10/2018,7/4/2018,7/19/2018,6,146,5,0.05,70.35,167.5,15 days
283,Wholesale,WARE-NMK1003,4/10/2018,7/4/2018,7/15/2018,25,104,2,0.05,"1,975.03","3,872.60",11 days
284,In-Store,WARE-NMK1003,12/31/2017,7/4/2018,7/14/2018,12,185,8,0.05,"3,858.13","6,539.20",10 days
285,Distributor,WARE-XYS1001,4/10/2018,7/4/2018,7/23/2018,23,51,1,0.1,779.08,"1,025.10",19 days
286,Distributor,WARE-NMK1003,4/10/2018,7/4/2018,7/7/2018,21,190,3,0.1,572.18,938,3 days
287,Wholesale,WARE-MKL1006,4/10/2018,7/4/2018,7/8/2018,26,355,3,0.075,804.8,"1,045.20",4 days
288,Wholesale,WARE-UHY1004,4/10/2018,7/4/2018,7/19/2018,28,205,8,0.15,112.23,167.5,15 days
289,Online,WARE-MKL1006,4/10/2018,7/4/2018,7/30/2018,15,334,5,0.075,"1,377.52","1,721.90",26 days
290,Online,WARE-UHY1004,4/10/2018,7/5/2018,7/16/2018,13,242,3,0.1,466.92,676.7,11 days
291,In-Store,WARE-NMK1003,4/10/2018,7/5/2018,7/11/2018,4,162,2,0.075,82.08,167.5,6 days
292,In-Store,WARE-UHY1004,4/10/2018,7/5/2018,7/9/2018,4,255,5,0.075,895.12,"1,118.90",4 days
293,Wholesale,WARE-XYS1001,4/10/2018,7/5/2018,7/30/2018,26,24,3,0.075,933.98,"1,139.00",25 days
294,In-Store,WARE-PUJ1005,4/10/2018,7/5/2018,7/16/2018,8,278,4,0.1,751.94,"1,748.70",11 days
295,In-Store,WARE-UHY1004,4/10/2018,7/5/2018,7/18/2018,5,258,8,0.05,"1,140.88","1,728.60",13 days
296,Wholesale,WARE-NMK1003,4/10/2018,7/5/2018,7/16/2018,27,183,8,0.075,500.49,"1,112.20",11 days
297,In-Store,WARE-XYS1001,4/10/2018,7/5/2018,7/13/2018,3,58,6,0.05,"1,454.97","2,385.20",8 days
298,Wholesale,WARE-NBV1002,12/31/2017,7/5/2018,7/10/2018,26,83,8,0.3,172.46,221.1,5 days
299,Distributor,WARE-NMK1003,4/10/2018,7/6/2018,8/2/2018,23,120,7,0.05,"2,682.95","5,708.40",27 days
300,Online,WARE-PUJ1005,4/10/2018,7/6/2018,7/26/2018,18,288,1,0.3,830.8,"1,038.50",20 days
301,In-Store,WARE-XYS1001,4/10/2018,7/6/2018,7/9/2018,5,19,4,0.15,"3,234.49","3,993.20",3 days
302,Online,WARE-NMK1003,12/31/2017,7/6/2018,8/1/2018,16,191,8,0.2,792.34,"1,085.40",26 days
303,Online,WARE-PUJ1005,4/10/2018,7/6/2018,7/21/2018,12,278,7,0.1,"2,020.72","3,886.00",15 days
304,In-Store,WARE-PUJ1005,4/10/2018,7/6/2018,7/21/2018,6,294,3,0.2,"2,670.96","3,986.50",15 days
305,Online,WARE-NMK1003,4/10/2018,7/6/2018,7/27/2018,18,120,3,0.075,988.92,"1,206.00",21 days
306,Wholesale,WARE-MKL1006,4/10/2018,7/7/2018,7/13/2018,28,357,1,0.3,"1,050.23","1,842.50",6 days
307,Wholesale,WARE-PUJ1005,4/10/2018,7/7/2018,7/21/2018,27,296,3,0.05,"2,930.04","5,051.80",14 days
308,Online,WARE-UHY1004,4/10/2018,7/7/2018,7/20/2018,14,248,1,0.075,466.32,"1,165.80",13 days
309,Online,WARE-MKL1006,4/10/2018,7/7/2018,7/25/2018,15,333,8,0.075,"2,340.18","3,966.40",18 days
310,Online,WARE-PUJ1005,4/10/2018,7/7/2018,7/25/2018,13,322,3,0.2,"1,495.91","1,802.30",18 days
311,Online,WARE-NMK1003,4/10/2018,7/8/2018,7/22/2018,19,153,5,0.075,851.24,"1,105.50",14 days
312,Online,WARE-XYS1001,4/10/2018,7/8/2018,7/24/2018,12,46,7,0.05,"1,398.16","1,889.40",16 days
313,Online,WARE-MKL1006,4/10/2018,7/8/2018,7/31/2018,15,351,7,0.075,661.96,"1,018.40",23 days
314,In-Store,WARE-PUJ1005,4/10/2018,7/8/2018,7/21/2018,3,293,5,0.05,"2,822.11","3,865.90",13 days
315,Wholesale,WARE-UHY1004,4/10/2018,7/8/2018,7/10/2018,28,256,7,0.1,449.24,998.3,2 days
316,Online,WARE-NMK1003,4/10/2018,7/8/2018,7/30/2018,18,148,2,0.075,127.3,254.6,22 days
317,Online,WARE-XYS1001,4/10/2018,7/8/2018,8/2/2018,13,6,5,0.4,316.58,703.5,25 days
318,Distributor,WARE-NBV1002,4/10/2018,7/8/2018,8/4/2018,23,62,6,0.05,546.05,"1,092.10",27 days
319,Online,WARE-NBV1002,4/10/2018,7/8/2018,7/27/2018,16,61,4,0.05,560.79,"1,038.50",19 days
320,In-Store,WARE-NMK1003,4/10/2018,7/8/2018,8/1/2018,3,188,4,0.15,"1,894.89","2,398.60",24 days
321,Wholesale,WARE-NMK1003,4/10/2018,7/9/2018,7/12/2018,28,150,4,0.05,368.1,897.8,3 days
322,Distributor,WARE-XYS1001,4/10/2018,7/9/2018,7/29/2018,25,39,7,0.15,"3,179.69","5,212.60",20 days
323,Online,WARE-NMK1003,4/10/2018,7/9/2018,7/13/2018,15,102,3,0.05,206.23,254.6,4 days
324,In-Store,WARE-UHY1004,4/10/2018,7/9/2018,7/31/2018,3,236,4,0.075,"2,120.15","3,926.20",22 days
325,Online,WARE-PUJ1005,4/10/2018,7/9/2018,7/27/2018,17,312,8,0.1,582.9,"1,165.80",18 days
326,In-Store,WARE-NMK1003,4/10/2018,7/9/2018,8/2/2018,7,183,1,0.15,"2,354.11","3,859.20",24 days
327,In-Store,WARE-NBV1002,4/10/2018,7/9/2018,7/29/2018,3,69,6,0.05,100.5,167.5,20 days
328,Distributor,WARE-MKL1006,4/10/2018,7/9/2018,7/15/2018,21,330,8,0.05,891.3,"1,681.70",6 days
329,Distributor,WARE-NMK1003,4/10/2018,7/9/2018,8/6/2018,22,137,8,0.05,665.71,924.6,28 days
330,Distributor,WARE-NMK1003,4/10/2018,7/9/2018,7/23/2018,23,119,6,0.1,"3,371.44","3,966.40",14 days
331,Online,WARE-PUJ1005,4/10/2018,7/9/2018,7/27/2018,15,283,7,0.1,450.24,938,18 days
332,In-Store,WARE-NBV1002,4/10/2018,7/10/2018,8/1/2018,7,81,6,0.2,"1,090.76","1,983.20",22 days
333,In-Store,WARE-NMK1003,4/10/2018,7/10/2018,7/21/2018,10,165,7,0.075,"2,094.82","2,586.20",11 days
334,In-Store,WARE-NBV1002,4/10/2018,7/11/2018,7/25/2018,7,87,3,0.05,"2,051.47","3,061.90",14 days
335,Wholesale,WARE-PUJ1005,4/10/2018,7/11/2018,7/24/2018,28,323,1,0.2,452.32,"1,051.90",13 days
336,Distributor,WARE-UHY1004,4/10/2018,7/11/2018,7/16/2018,21,225,8,0.15,104.52,261.3,5 days
337,In-Store,WARE-NMK1003,4/10/2018,7/11/2018,7/27/2018,11,138,6,0.05,"3,071.95","6,143.90",16 days
338,Distributor,WARE-NMK1003,4/10/2018,7/11/2018,7/31/2018,20,143,7,0.2,"1,928.39","2,472.30",20 days
339,In-Store,WARE-PUJ1005,4/10/2018,7/11/2018,7/26/2018,2,316,3,0.075,"3,075.23","3,892.70",15 days
340,In-Store,WARE-UHY1004,4/10/2018,7/11/2018,8/5/2018,11,216,1,0.05,492.05,964.8,25 days
341,In-Store,WARE-MKL1006,4/10/2018,7/11/2018,7/30/2018,2,342,8,0.2,"3,104.24","3,832.40",19 days
342,In-Store,WARE-NMK1003,4/10/2018,7/11/2018,7/25/2018,2,190,7,0.2,781.49,964.8,14 days
343,In-Store,WARE-NMK1003,4/10/2018,7/11/2018,7/24/2018,6,122,1,0.05,794.42,"1,118.90",13 days
344,Online,WARE-PUJ1005,4/10/2018,7/11/2018,7/31/2018,16,319,8,0.05,74.17,180.9,20 days
345,Distributor,WARE-NMK1003,4/10/2018,7/11/2018,8/7/2018,22,96,7,0.05,346.12,844.2,27 days
346,In-Store,WARE-NMK1003,4/10/2018,7/11/2018,8/3/2018,7,96,7,0.2,"1,780.26","3,490.70",23 days
347,Online,WARE-NBV1002,4/10/2018,7/12/2018,8/8/2018,20,66,5,0.2,778.54,"1,112.20",27 days
348,In-Store,WARE-NMK1003,4/10/2018,7/12/2018,8/8/2018,11,128,1,0.05,568.16,"1,072.00",27 days
349,Distributor,WARE-XYS1001,4/10/2018,7/12/2018,7/29/2018,24,1,3,0.075,906.11,"1,078.70",17 days
350,Wholesale,WARE-PUJ1005,4/10/2018,7/12/2018,7/26/2018,26,273,7,0.075,"3,857.93","5,433.70",14 days
351,Online,WARE-PUJ1005,4/10/2018,7/12/2018,7/14/2018,16,309,8,0.05,"3,163.94","3,906.10",2 days
352,Online,WARE-NMK1003,4/10/2018,7/12/2018,7/20/2018,13,103,4,0.15,"2,090.07","2,458.90",8 days
353,Distributor,WARE-UHY1004,4/10/2018,7/12/2018,7/30/2018,24,258,3,0.075,856.39,"1,112.20",18 days
354,In-Store,WARE-NMK1003,4/10/2018,7/12/2018,7/16/2018,10,149,4,0.05,745.71,"1,065.30",4 days
355,In-Store,WARE-PUJ1005,4/10/2018,7/12/2018,7/24/2018,1,298,6,0.075,"1,359.70","1,862.60",12 days
356,Wholesale,WARE-PUJ1005,4/10/2018,7/12/2018,7/31/2018,27,273,7,0.2,"1,184.56","1,822.40",19 days
357,Wholesale,WARE-NMK1003,4/10/2018,7/12/2018,7/21/2018,26,161,7,0.05,575.26,"1,065.30",9 days
358,Online,WARE-XYS1001,4/10/2018,7/12/2018,7/24/2018,17,29,3,0.05,"4,289.41","5,875.90",12 days
359,In-Store,WARE-NMK1003,4/10/2018,7/12/2018,8/1/2018,1,151,3,0.075,708.73,"1,728.60",20 days
360,Distributor,WARE-NMK1003,4/10/2018,7/13/2018,7/18/2018,24,125,4,0.05,"2,452.74","3,832.40",5 days
361,Distributor,WARE-PUJ1005,4/10/2018,7/13/2018,8/10/2018,22,261,1,0.05,861.08,"1,025.10",28 days
362,Distributor,WARE-NMK1003,4/10/2018,7/13/2018,8/2/2018,24,115,4,0.05,944.16,"1,815.70",20 days
363,In-Store,WARE-PUJ1005,4/10/2018,7/13/2018,7/22/2018,4,294,2,0.075,"1,689.20","3,839.10",9 days
364,In-Store,WARE-XYS1001,4/10/2018,7/13/2018,7/15/2018,10,56,1,0.05,"1,430.99","2,425.40",2 days
365,In-Store,WARE-UHY1004,4/10/2018,7/13/2018,7/16/2018,6,218,6,0.15,"1,971.61","3,865.90",3 days
366,In-Store,WARE-MKL1006,4/10/2018,7/13/2018,8/3/2018,2,351,2,0.075,"1,857.24","2,653.20",21 days
367,Online,WARE-NMK1003,4/10/2018,7/13/2018,7/27/2018,13,90,2,0.15,594.96,991.6,14 days
368,Distributor,WARE-MKL1006,4/10/2018,7/13/2018,7/21/2018,23,345,5,0.1,"2,060.25","2,512.50",8 days
369,Distributor,WARE-XYS1001,4/10/2018,7/14/2018,8/7/2018,20,42,6,0.1,"1,332.63","2,613.00",24 days
370,Distributor,WARE-MKL1006,4/10/2018,7/14/2018,8/8/2018,25,362,5,0.15,"3,375.86","5,721.80",25 days
371,In-Store,WARE-UHY1004,4/10/2018,7/14/2018,7/17/2018,4,233,2,0.075,831.34,"1,768.80",3 days
372,Online,WARE-UHY1004,4/10/2018,7/14/2018,7/31/2018,20,220,5,0.1,"1,251.02","2,606.30",17 days
373,Online,WARE-MKL1006,4/10/2018,7/14/2018,7/22/2018,18,332,8,0.1,"1,569.41","2,452.20",8 days
374,Distributor,WARE-UHY1004,4/10/2018,7/14/2018,7/17/2018,21,211,1,0.05,694.66,964.8,3 days
375,Distributor,WARE-NMK1003,4/10/2018,7/15/2018,8/3/2018,24,90,5,0.05,562.8,"1,125.60",19 days
376,Distributor,WARE-PUJ1005,4/10/2018,7/15/2018,8/7/2018,21,316,5,0.05,548.86,857.6,23 days
377,In-Store,WARE-XYS1001,4/10/2018,7/15/2018,7/19/2018,5,28,7,0.075,"1,796.81","3,906.10",4 days
378,In-Store,WARE-NMK1003,4/10/2018,7/15/2018,7/19/2018,10,162,5,0.15,506.99,"1,078.70",4 days
379,Online,WARE-PUJ1005,4/10/2018,7/15/2018,8/10/2018,18,279,1,0.4,"1,264.69","2,432.10",26 days
380,Online,WARE-NMK1003,4/10/2018,7/15/2018,8/3/2018,18,91,8,0.05,536.54,958.1,19 days
381,Wholesale,WARE-NMK1003,4/10/2018,7/16/2018,7/30/2018,25,139,8,0.05,726.01,864.3,14 days
382,In-Store,WARE-NMK1003,4/10/2018,7/16/2018,7/27/2018,7,146,2,0.05,700.08,864.3,11 days
383,In-Store,WARE-NMK1003,4/10/2018,7/16/2018,7/29/2018,1,194,6,0.075,579.22,891.1,13 days
384,Online,WARE-NMK1003,4/10/2018,7/16/2018,8/12/2018,18,100,5,0.2,"2,069.50","3,979.80",27 days
385,Online,WARE-UHY1004,4/10/2018,7/16/2018,7/21/2018,15,214,5,0.1,469,837.5,5 days
386,Online,WARE-NBV1002,4/10/2018,7/16/2018,8/6/2018,18,77,2,0.05,"1,738.65","2,318.20",21 days
387,In-Store,WARE-XYS1001,4/10/2018,7/16/2018,8/13/2018,9,29,6,0.05,801.86,"1,822.40",28 days
388,Distributor,WARE-MKL1006,4/10/2018,7/16/2018,8/13/2018,21,329,4,0.15,664.51,"1,165.80",28 days
389,Distributor,WARE-XYS1001,4/10/2018,7/16/2018,7/18/2018,22,41,7,0.05,187.6,234.5,2 days
390,Online,WARE-UHY1004,4/10/2018,7/17/2018,7/20/2018,19,240,5,0.4,"1,912.72","2,452.20",3 days
391,In-Store,WARE-MKL1006,4/10/2018,7/17/2018,7/26/2018,4,331,8,0.05,133.26,261.3,9 days
392,Distributor,WARE-NBV1002,4/10/2018,7/17/2018,8/10/2018,21,85,4,0.1,453.99,"1,031.80",24 days
393,Online,WARE-MKL1006,4/10/2018,7/17/2018,7/25/2018,17,349,3,0.1,"1,849.20","3,082.00",8 days
394,Distributor,WARE-PUJ1005,4/10/2018,7/17/2018,8/13/2018,22,311,3,0.05,"3,138.55","6,405.20",27 days
395,In-Store,WARE-NMK1003,4/10/2018,7/17/2018,8/12/2018,9,162,6,0.05,947.65,"1,822.40",26 days
396,Wholesale,WARE-NMK1003,4/10/2018,7/17/2018,8/5/2018,28,181,8,0.05,"1,062.15","1,279.70",19 days
397,Online,WARE-PUJ1005,4/10/2018,7/17/2018,7/25/2018,19,283,1,0.2,"2,635.04","3,932.90",8 days
398,In-Store,WARE-PUJ1005,4/10/2018,7/17/2018,8/12/2018,7,307,3,0.15,80.4,201,26 days
399,Wholesale,WARE-NMK1003,4/10/2018,7/17/2018,8/12/2018,27,141,1,0.1,"2,131.00","3,946.30",26 days
400,Wholesale,WARE-NBV1002,4/10/2018,7/18/2018,7/30/2018,28,72,7,0.2,"1,317.56","1,909.50",12 days
401,In-Store,WARE-NMK1003,4/10/2018,7/18/2018,8/1/2018,2,120,7,0.2,"1,109.52","2,412.00",14 days
402,In-Store,WARE-NMK1003,4/10/2018,7/18/2018,8/6/2018,7,152,6,0.05,675.36,964.8,19 days
403,Distributor,WARE-XYS1001,4/10/2018,7/18/2018,8/12/2018,22,57,5,0.075,"1,457.52","1,996.60",25 days
404,Online,WARE-UHY1004,4/10/2018,7/18/2018,8/1/2018,12,228,7,0.15,700.28,"1,045.20",14 days
405,In-Store,WARE-XYS1001,4/10/2018,7/18/2018,8/13/2018,6,37,1,0.2,"3,219.82","3,879.30",26 days
406,Distributor,WARE-NBV1002,4/10/2018,7/18/2018,7/31/2018,22,76,6,0.075,"3,466.31","5,976.40",13 days
407,Online,WARE-UHY1004,4/10/2018,7/18/2018,8/11/2018,19,255,1,0.05,"1,264.42","2,257.90",24 days
408,Online,WARE-NMK1003,4/10/2018,7/19/2018,8/10/2018,15,186,4,0.05,154.37,241.2,22 days
409,In-Store,WARE-NBV1002,4/10/2018,7/19/2018,8/6/2018,1,68,8,0.075,793.28,"1,983.20",18 days
410,In-Store,WARE-MKL1006,4/10/2018,7/19/2018,8/6/2018,8,364,1,0.05,"3,331.58","3,919.50",18 days
411,Online,WARE-NMK1003,4/10/2018,7/19/2018,7/27/2018,13,174,7,0.1,135.07,241.2,8 days
412,Online,WARE-XYS1001,4/10/2018,7/19/2018,8/14/2018,13,2,4,0.075,"2,012.61","3,946.30",26 days
413,Online,WARE-NMK1003,4/10/2018,7/19/2018,8/3/2018,15,157,3,0.05,"3,054.13","3,966.40",15 days
414,In-Store,WARE-NMK1003,4/10/2018,7/19/2018,7/24/2018,3,106,5,0.1,"1,463.28","1,829.10",5 days
415,In-Store,WARE-PUJ1005,4/10/2018,7/19/2018,8/2/2018,4,277,6,0.075,"1,230.12","2,733.60",14 days
416,In-Store,WARE-PUJ1005,4/10/2018,7/19/2018,7/22/2018,5,328,8,0.075,717.57,844.2,3 days
417,In-Store,WARE-PUJ1005,4/10/2018,7/20/2018,8/17/2018,12,302,4,0.05,"4,922.49","6,231.00",28 days
418,Online,WARE-NBV1002,4/10/2018,7/20/2018,8/11/2018,15,65,3,0.05,614.32,"1,159.10",22 days
419,In-Store,WARE-XYS1001,4/10/2018,7/20/2018,7/30/2018,1,40,1,0.15,"2,379.84","3,966.40",10 days
420,Online,WARE-XYS1001,4/10/2018,7/20/2018,8/13/2018,13,4,4,0.1,740.69,"1,105.50",24 days
421,In-Store,WARE-XYS1001,4/10/2018,7/20/2018,7/25/2018,1,56,5,0.05,731.64,"1,125.60",5 days
422,Distributor,WARE-NMK1003,4/10/2018,7/20/2018,7/28/2018,20,139,5,0.15,709.26,897.8,8 days
423,Online,WARE-NBV1002,4/10/2018,7/20/2018,8/3/2018,14,70,5,0.2,83.08,207.7,14 days
424,In-Store,WARE-MKL1006,4/10/2018,7/20/2018,8/11/2018,1,360,5,0.15,"2,138.24","3,959.70",22 days
425,Online,WARE-PUJ1005,4/10/2018,7/21/2018,7/31/2018,17,321,7,0.075,912.81,"1,755.40",10 days
426,In-Store,WARE-UHY1004,4/10/2018,7/21/2018,8/11/2018,10,214,3,0.2,"1,650.88","3,001.60",21 days
427,Online,WARE-PUJ1005,4/10/2018,7/21/2018,8/4/2018,20,268,6,0.4,464.31,"1,031.80",14 days
428,In-Store,WARE-XYS1001,4/10/2018,7/21/2018,8/17/2018,7,54,4,0.1,"2,776.48","3,966.40",27 days
429,Online,WARE-NMK1003,4/10/2018,7/21/2018,8/6/2018,19,95,5,0.1,"1,126.74","1,681.70",16 days
430,In-Store,WARE-XYS1001,4/10/2018,7/21/2018,8/13/2018,4,11,1,0.05,809.03,"1,172.50",23 days
431,Online,WARE-PUJ1005,4/10/2018,7/21/2018,8/16/2018,19,304,7,0.15,473.15,716.9,26 days
432,Distributor,WARE-PUJ1005,4/10/2018,7/21/2018,7/25/2018,22,288,7,0.075,"3,879.30","6,465.50",4 days
433,Distributor,WARE-PUJ1005,4/10/2018,7/21/2018,8/8/2018,24,291,1,0.075,101.3,241.2,18 days
434,Online,WARE-NMK1003,4/10/2018,7/21/2018,7/27/2018,17,123,1,0.05,849.02,"1,929.60",6 days
435,Distributor,WARE-NMK1003,4/10/2018,7/21/2018,7/29/2018,20,166,8,0.1,"3,280.99","3,953.00",8 days
436,Online,WARE-UHY1004,4/10/2018,7/22/2018,8/7/2018,18,204,2,0.05,"1,320.97","2,492.40",16 days
437,Online,WARE-PUJ1005,4/10/2018,7/22/2018,8/13/2018,18,295,7,0.075,185.72,241.2,22 days
438,In-Store,WARE-UHY1004,4/10/2018,7/22/2018,8/7/2018,12,207,5,0.05,380.56,951.4,16 days
439,Distributor,WARE-NBV1002,4/10/2018,7/22/2018,7/24/2018,25,75,4,0.2,"5,284.96","6,217.60",2 days
